name	genres	# Spotify followers	# RYM followers	mean RYM rating	current location	RYM url	Spotify url
Cvntess		120	0	0		None	https://open.spotify.com/artist/0dFSRKsQ4GPqJPTWbrcAA4?si=7OkpaEMFSCO6gIaZ6Gyrlg
Leira The Tranarchist		185	0	0		None	https://open.spotify.com/artist/2pvWEDgUbvpSlHAL5AMXAR?si=Dwlz1nMUSxe9klXiWliAqQ
oldphone		213	0	0		None	https://open.spotify.com/artist/4TWPAmULmnzQJY92c7JL2S?si=EVuWTi5kTx-RYXVjuVbV3Q
Yona Melon		267	0	0		None	https://open.spotify.com/artist/6nRWbqM0HdNY3tReKpA7xa?si=kB29o5G8RgGwAKtlMFzHmg
Jennifer Reiser		54	0	0		None	https://open.spotify.com/artist/7lOmkhtJtWM9zfS6GqFkCK?si=NA9zYlIlRrSLvMogOwmhtQ
Faded Home		212	0	0		None	https://open.spotify.com/artist/7vogitBAVOATfU6wMmgpoF?si=u_wPK1HcRVOInwEO_woR8g
08 Identities	Ambient	10	6	4.08	Amiens, Hauts-de-France, France	https://rateyourmusic.com/artist/08-identities	https://open.spotify.com/artist/0OAXkxJEn7jmWcKg1sPh9c
100 gecs	Hyperpop, Bubblegum Bass, Pop Rap, Alternative Rock, Power Pop, Industrial Hip Hop	581017	27757	3.29	Los Angeles, CA, United States	https://rateyourmusic.com/artist/100-gecs	https://open.spotify.com/artist/6PfSUFtkMVoDkx4MQkzOi3
4th Curtis	Indie Rock, Indie Pop	1505	31	3.45		https://rateyourmusic.com/artist/4th-curtis	https://open.spotify.com/artist/4j6cIg3cUwqmA8wC8cijM9
909 Worldwide	Happy Hardcore	None	157	3.38		https://rateyourmusic.com/artist/909-worldwide	None
99jakes	Happy Hardcore, Hardcore [EDM], Gabber, Hyperpop, Mashcore	4119	408	3.5	Santa Fe, NM, United States	https://rateyourmusic.com/artist/99jakes	https://open.spotify.com/artist/05EZHLl1aPk4XibP2BgIrP
*soft vowel sounds*	Pop, Rock	None	0	0.0	Oakland, CA, United States	https://rateyourmusic.com/artist/_soft-vowel-sounds	None
A Constant Knowledge of Death	Post-Hardcore, Progressive Metal, Atmospheric Sludge Metal	693	88	3.44		https://rateyourmusic.com/artist/a-constant-knowledge-of-death	https://open.spotify.com/artist/1wPNNuO8XmHMxCvjl3SKPT
A Few Hours Later	Slacker Rock, Emo, Neo-Psychedelia, Shoegaze	20	26	3.5		https://rateyourmusic.com/artist/a-few-hours-later	https://open.spotify.com/artist/1ckOSUGP1vmApWrzafkybn
A Stick and a Stone	Neofolk	606	17	3.33		https://rateyourmusic.com/artist/a_stick_and_a_stone	https://open.spotify.com/artist/1HnICIhLMb5i1qL7OUpshY
Abernathy	Singer-Songwriter, Indie Folk	721	69	3.39	NJ, United States	https://rateyourmusic.com/artist/abernathy	https://open.spotify.com/artist/5MKSXHrcpK24tQI9WxT7aK
Abscynthe	Black Metal	119	6	2.42	Herndon, VA, United States	https://rateyourmusic.com/artist/abscynthe	https://open.spotify.com/artist/1RsSqNDri3ED733SMzXHI6
ABSRDST	Electropop, Future Bass, Alternative R&B, Digital Fusion, Hyperpop, Chiptune	21184	283	3.21	New York, NY, United States	https://rateyourmusic.com/artist/absrdst	https://open.spotify.com/artist/0F4rneT54YD3eaWYXUXvFM
Absu	Black Metal, Death Metal, Black Metal, Thrash Metal	41453	3271	3.49		https://rateyourmusic.com/artist/absu	https://open.spotify.com/artist/3eVkhnD2UKVjX5uiUsqfXP
Acrylate	Experimental	14	8	3.74		https://rateyourmusic.com/artist/acrylate-1	https://open.spotify.com/artist/0Ke0CKZtBKlaqk12AI9ZyE
Ada Rook	Electro-Industrial, Post-Industrial, Indietronica, Video Game Music, Electropop, Aggrotech	11934	2597	3.5	Toronto, ON, Canada	https://rateyourmusic.com/artist/ada-rook	https://open.spotify.com/artist/1x1MfkVjf8yEzwKhAYZtPY
Adderall	Hardcore Punk	286	11	3.17		https://rateyourmusic.com/artist/adderall	https://open.spotify.com/artist/2Eqm5rFhkug6t0UoQVK6jA
Addison Grace	Indie Pop	171039	28	3.31	UT, United States	https://rateyourmusic.com/artist/addison-grace	https://open.spotify.com/artist/39EIRTZx1JjfeDLVdbj2ap
Adrianne	Indie Folk, Depressive Black Metal	None	35	3.48	Chicago, IL, United States	https://rateyourmusic.com/artist/adrianne-1	None
Adult Mom	Bedroom Pop, Singer-Songwriter, Indie Pop, Slacker Rock, Twee Pop	53686	442	3.06	Purchase, NY, United States	https://rateyourmusic.com/artist/adult-mom	https://open.spotify.com/artist/7tuwjSE2q4zeBdNObeO7LB
afterlife dating	Post-Rock, Shoegaze, Emo, Screamo, Slacker Rock, Noise Rock	273	236	3.43		https://rateyourmusic.com/artist/afterlife-dating	https://open.spotify.com/artist/7qIH8injO779nzrYn9wQaH
Against Me!	Punk Rock, Folk Punk, Alternative Rock, Power Pop, Pop Punk, Acoustic Rock	285546	6153	3.45		https://rateyourmusic.com/artist/against-me	https://open.spotify.com/artist/29lz7gs8edwnnfuXW4FhMl
Agatha	Riot Grrrl, Queercore	847	21	3.57		https://rateyourmusic.com/artist/agatha_f2	https://open.spotify.com/artist/2C2kOwLa4Zv5Y7MnKT3eJo
Ah-Mer-Ah-Su	Electropop	8766	40	3.18	Los Angeles, CA, United States	https://rateyourmusic.com/artist/ah-mer-ah-su	https://open.spotify.com/artist/6uCILdubNJBlEvfxOCDluy
Aiza Seguerra	OPM	571550	5	2.9		https://rateyourmusic.com/artist/aiza-seguerra	https://open.spotify.com/artist/0GnuCXvnvVtX5DShryuyp9
Aja	Hip House	36060	35	2.72	Brooklyn, NY, United States	https://rateyourmusic.com/artist/aja-1	https://open.spotify.com/artist/0fWt4FY87imqsBJpt2QVL0
Aki McCullough		None	4	0.0	Shrewsbury, MA, United States	https://rateyourmusic.com/artist/aki-mccullough	None
Alena Phoenix	Cloud Rap, Experimental Hip Hop, Experimental, Dark Ambient, Ambient	48	66	3.09		https://rateyourmusic.com/artist/alena-phoenix	https://open.spotify.com/artist/2RHN8dR5PMzDUi2rxhX4Jh
Alex Mauer	Chiptune, FM Synthesis, Video Game Music	None	209	3.24	Levittown, PA, United States	https://rateyourmusic.com/artist/alex_mauer	None
Alexander James Adams	Geek Folk, Neo-pagan	1845	5	1.5	Portland, OR, United States	https://rateyourmusic.com/artist/alexander-james-adams	https://open.spotify.com/artist/7oK6GOW4RA99mAPpOAwCBb
Alice Gas	Happy Hardcore, Hyperpop, Digicore, Bubblegum Bass, UK Hardcore, Makina	51019	1489	3.39	Denton, TX, United States	https://rateyourmusic.com/artist/alice-gas	https://open.spotify.com/artist/4RhJ79LFbfmdtpuir6C9nR
Alice Goes to Hell	Happy Hardcore	None	13	3.43		https://rateyourmusic.com/artist/alice-goes-to-hell	None
Alice Low	Glam Rock, Art Rock	536	49	3.62	Cardiff, Cardiff, United Kingdom	https://rateyourmusic.com/artist/alice-low	https://open.spotify.com/artist/3mSS5RJRziMAKk5aeSyPSI
All the Pretty Horses		337	9	3.6		https://rateyourmusic.com/artist/all_the_pretty_horses	https://open.spotify.com/artist/2SqxQJtFRqjVa7HSGFEjE0
altostrati	Ambient, Electronic	14	5	3.57		https://rateyourmusic.com/artist/altostrati	https://open.spotify.com/artist/4PignKJw1olOySc9OV7w0f
Alyssa Kai	Traditional Folk Music	None	7	3.08	Montague, MA, United States	https://rateyourmusic.com/artist/alyssa_kai	None
American Girls	Experimental	None	5	1.91	Raleigh, NC, United States	https://rateyourmusic.com/artist/american-girls	None
American Grandma	Slowcore	629	16	3.56	Denver, CO, United States	https://rateyourmusic.com/artist/american-grandma	https://open.spotify.com/artist/4XTcP25C5ZUWpwf0NYGJnn
Analemma	Experimental	None	44	3.14		https://rateyourmusic.com/artist/analemma	None
Anarchy 99	Electro-Industrial	4144	326	3.16		https://rateyourmusic.com/artist/anarchy-99	https://open.spotify.com/artist/4kEWQTJj8q3x7NfNcyLFDa
andromaeda	Bedroom Pop	None	31	3.52	Auckland, New Zealand	https://rateyourmusic.com/artist/andromaeda	None
Angel Electronics	Pop Punk, Power Pop	1431	406	3.32		https://rateyourmusic.com/artist/angel-electronics	https://open.spotify.com/artist/5pWpg0saMHolhv0hsOooaq
Angel-Ho	Deconstructed Club, Epic Collage, Hip House, Ballroom, Dance-Pop, Experimental Hip Hop	2165	321	2.84		https://rateyourmusic.com/artist/angel-ho	https://open.spotify.com/artist/39TepozBC9n9EZrCL6jYpS
Angel Mange	Electronic	None	3	2.0	Atlanta, GA, United States	https://rateyourmusic.com/artist/angel-mange	None
Angel Marcloid	Noise	None	46	3.6	Chicago, IL, United States	https://rateyourmusic.com/artist/angel-marcloid	None
Angel Maxine	Pop	1089	13	3.95	Ghana	https://rateyourmusic.com/artist/angel-maxine	https://open.spotify.com/artist/1BqJRTcbSEMJRm2eD4PRoU
Angelboyz Choir	Experimental	None	4	0.0	South Africa	https://rateyourmusic.com/artist/angelboyz-choir	None
angelwinter	Trap, Cloud Rap, Southern Hip Hop, Digicore, Emo Rap, Pop Rap	702	158	2.88	Flower Mound, TX, United States	https://rateyourmusic.com/artist/angelwinter	https://open.spotify.com/artist/5BMEsJkF3ydybarxMW4BrN
Animal Prufrock		None	3	2.5	San Francisco, CA, United States	https://rateyourmusic.com/artist/animal-prufrock	None
Anita Velveeta	Indie Rock, Emo	3627	64	3.46	Minneapolis, MN, United States	https://rateyourmusic.com/artist/anita-velveeta	https://open.spotify.com/artist/7ysa24HVkhXpjm5NpwnziR
Anjimile	Singer-Songwriter, Indie Folk, Art Pop, Chamber Folk, Avant-Folk, Chamber Pop	15346	295	3.22	Durham, NC, United States	https://rateyourmusic.com/artist/anjimile	https://open.spotify.com/artist/4CmXLOB2gQfewLf8iTbNVp
ANOHNI	Art Pop, Electropop, Singer-Songwriter, Soul, Chamber Pop	152331	5812	3.4	New York, NY, United States	https://rateyourmusic.com/artist/anohni	https://open.spotify.com/artist/6VJZYivuYJGCrPuOAnI7Qo
ANOHNI and the Johnsons	Chamber Pop, Singer-Songwriter, Soul, Neofolk, Baroque Pop, Art Pop	None	11249	3.59		https://rateyourmusic.com/artist/anohni-and-the-johnsons	None
Anomaly	Hardcore Punk	None	14	2.97		https://rateyourmusic.com/artist/anomaly_f3	None
anxioushum	Emo	416	5	3.31	NY, United States	https://rateyourmusic.com/artist/anxioushum	https://open.spotify.com/artist/63Di9MmZWywRMxsDjBSy5D
Aquatic Airlines	Vaporwave	None	2	2.81		https://rateyourmusic.com/artist/aquatic-airlines	None
Arca	Deconstructed Club, Glitch Hop, Wonky, Latin Electronic, Art Pop, Glitch Pop	495200	17676	3.45	Barcelona, Catalunya, Spain	https://rateyourmusic.com/artist/arca-1	https://open.spotify.com/artist/4SQdUpG4f7UbkJG3cJ2Iyj
Argiflex	Hardvapour	162	31	3.09	Fargo, ND, United States	https://rateyourmusic.com/artist/argiflex	https://open.spotify.com/artist/5lJxP7myaUsCbt0NEv4eJK
aryanna		None	22	0.0	Los Angeles, CA, United States	https://rateyourmusic.com/artist/aryanna	None
Ashby and The Oceanns	Folk Punk, Anti-Folk, Queercore	None	23	3.41	Chicago, IL, United States	https://rateyourmusic.com/artist/ashby-and-the-oceanns	None
Ashes Jessen	Ambient	26	12	3.94		https://rateyourmusic.com/artist/ashes-jessen-1	https://open.spotify.com/artist/1dyhPJvO0EX870eRWrTdnw
Ashley Ninelives	Noise Pop, Slacker Rock, Glitch Pop, Indietronica	1681	358	3.35		https://rateyourmusic.com/artist/ashley-ninelives	https://open.spotify.com/artist/75f7kE3UP14RoDP8tEAPnE
Avery Tucker		None	6	3.08	New York, NY, United States	https://rateyourmusic.com/artist/avery-tucker	None
aya	Deconstructed Club, UK Bass, Glitch Hop, Electronic	8044	680	3.18	London, Greater London, United Kingdom	https://rateyourmusic.com/artist/aya-6	https://open.spotify.com/artist/0NKaRcyqHnynkv7UMsOhEH
Aye Nako	Indie Rock, Queercore, Pop Punk	8015	232	3.22		https://rateyourmusic.com/artist/aye-nako	https://open.spotify.com/artist/73SIbPT9u0sHTR2SrwTXZE
ayla_unh01y	Drill, Experimental Hip Hop	2	31	3.44	Vancouver, BC, Canada	https://rateyourmusic.com/artist/ayla_unh01y	https://open.spotify.com/artist/6MiL3nl2ZAPcolEfVQBmoN
Babeo Baggins		None	26	3.49		https://rateyourmusic.com/artist/babeo-baggins	None
Baby Bugs	Indie Folk, Folk Pop	97306	21	2.9	United States	https://rateyourmusic.com/artist/baby-bugs	https://open.spotify.com/artist/3TBTcHpZ3aV1g8rk8i1zb5
Backxwash	Horrorcore, Industrial Hip Hop, Trap, Industrial Metal, Experimental Hip Hop, Hardcore Hip Hop	34929	7236	3.52	Montréal, QC, Canada	https://rateyourmusic.com/artist/backxwash	https://open.spotify.com/artist/4du3q8TIzsZxZZKdRT23Jg
Bałtyk	Singer-Songwriter, Indie Folk, Slacker Rock, Ambient Pop, Bedroom Pop, Slowcore	1244	419	3.39	Warszawa, mazowieckie, Poland	https://rateyourmusic.com/artist/baltyk	https://open.spotify.com/artist/6DvaD5SDKpAtta09armsv9
Barf Troop	Hip Hop	None	13	2.38		https://rateyourmusic.com/artist/barf-troop	None
Bedbug	Bedroom Pop, Slacker Rock, Midwest Emo, Indie Pop	3672	387	3.33	Boston, MA, United States	https://rateyourmusic.com/artist/bedbug-1	https://open.spotify.com/artist/09Sh0bFteXDeMFMLdjldlu
Beige Monk	Neo-Psychedelia, Indietronica, Freak Folk, Psychedelic Folk, Folktronica, Art Pop	None	189	3.46	Philadelphia, PA, United States	https://rateyourmusic.com/artist/beige-monk	None
Benny James	Singer-Songwriter	60	1	0.0	New York, NY, United States	https://rateyourmusic.com/artist/benny-james-1	https://open.spotify.com/artist/4adH0U5MbrNsFVKYjNdprs
Beverly Glenn-Copeland	Singer-Songwriter, New Age, Contemporary Folk, Ambient Pop, Progressive Folk, Ambient	37133	1944	3.65	Sackville, NB, Canada	https://rateyourmusic.com/artist/beverly-glenn-copeland	https://open.spotify.com/artist/2bN5hXtWZXEIfnHO34eXfe
Billy Tipton	Jazz, Swing	None	6	3.39		https://rateyourmusic.com/artist/billy-tipton	None
Billy Bottle	Progressive Rock	None	23	3.56		https://rateyourmusic.com/artist/billy_bottle	None
Birds Fear Death	Noise Pop, Shitgaze, Slacker Rock, Emo, Noise Rock, Garage Punk	7448	517	3.33	Dallas, TX, United States	https://rateyourmusic.com/artist/birds-fear-death	https://open.spotify.com/artist/65uuUPZ3mkqQ6gi0zfefHb
Bitesize	Alternative Rock	52	6	3.45		https://rateyourmusic.com/artist/bitesize	https://open.spotify.com/artist/4xM7BIbXtEj058PxZMvhHm
Black Dresses	Electro-Industrial, Industrial Rock, Post-Industrial, Electropop, Industrial Hip Hop, Indietronica	74000	8931	3.44		https://rateyourmusic.com/artist/black-dresses	https://open.spotify.com/artist/7FFwJQ58hAy7PMo4lUBW96
blackwinterwells	Cloud Rap, Pop Rap, Emo Rap, Trap, Digicore, Art Pop	41281	1182	3.34	Hamilton, ON, Canada	https://rateyourmusic.com/artist/blackwinterwells-1	https://open.spotify.com/artist/4tF39UYlbBLqTo5JK3qX1u
Bog Witch	Noise Rock	18	8	3.4	Portland, OR, United States	https://rateyourmusic.com/artist/bog-witch	https://open.spotify.com/artist/5wYxBeX6HkRciSVwmn9bdr
Boot Bottom	Sludge Metal, Queercore	None	5	4.37		https://rateyourmusic.com/artist/boot-bottom	None
Box Cutter	Post-Hardcore	None	3	4.0	Pensacola, FL, United States	https://rateyourmusic.com/artist/box-cutter-1	None
BrainΦΠΦTemple	Berlin School	1	22	3.49	Nashville, TN, United States	https://rateyourmusic.com/artist/brainφπφtemple	https://open.spotify.com/artist/2syc0NDWa5beywC6zm0DWT
Brennen Rigley	Free Improvisation, Sound Collage, Experimental	8	35	3.23	Northville, MI, United States	https://rateyourmusic.com/artist/brennen-rigley	https://open.spotify.com/artist/3dUzuS5JuGAgn6DsNY3rZZ
bugwong	Experimental	None	3	0.0	Pensacola, FL, United States	https://rateyourmusic.com/artist/bugwong	None
Bullpup	New England Emo	827	1	3.0	Lowell, MA, United States	https://rateyourmusic.com/artist/bullpup	https://open.spotify.com/artist/6wLGElVZnPvlBkqvIQ1Wxo
bummerJam	Emo	None	2	3.5	CA, United States	https://rateyourmusic.com/artist/bummerjam	None
Bureau Hotel	Experimental, Glitch	None	7	2.67		https://rateyourmusic.com/artist/bureau-hotel	None
Burning Pantheon	Black Metal	None	1	0.0	Bath, Somerset, United Kingdom	https://rateyourmusic.com/artist/burning-pantheon	None
Bury Them and Keep Quiet	Black Metal	None	26	3.32	Brooklyn, NY, United States	https://rateyourmusic.com/artist/bury-them-and-keep-quiet	None
Butch Baby	Alternative Rock, Queercore	4316	29	3.67		https://rateyourmusic.com/artist/butch-baby	https://open.spotify.com/artist/3jzfCiOKgr1xHyUYLqw3lr
Butterfly Bandage	Pop	37	6	1.77	Philadelphia, PA, United States	https://rateyourmusic.com/artist/butterfly_bandage	https://open.spotify.com/artist/3jpMrvRfHW3thOBw24zNYL
Cab Ride Home	Metal	None	3	2.5		https://rateyourmusic.com/artist/cab-ride-home	None
Cacola	Mashup, Breakbeat, Drum and Bass, Pop, Synthpop, Progressive Electronic	2596	1823	3.39	Raceland, LA, United States	https://rateyourmusic.com/artist/cacola	https://open.spotify.com/artist/2ahObYqtwtfkU2jZ8wdMo9
Caela		None	3	3.0	United Kingdom	https://rateyourmusic.com/artist/caela	None
Cait Brennan	Power Pop	189	8	2.79		https://rateyourmusic.com/artist/cait-brennan	https://open.spotify.com/artist/756nmZCDC2yoI9Rtk6EnkA
Calpernia Addams		None	1	0.0	Los Angeles, CA, United States	https://rateyourmusic.com/artist/calpernia-addams	None
Cardinality	Alternative R&B	None	2	4.0	Richmond, VA, United States	https://rateyourmusic.com/artist/cardinality	None
casio dad	Pop Punk, Power Pop, Bitpop	2644	556	3.54	Los Angeles, CA, United States	https://rateyourmusic.com/artist/casio-dad	https://open.spotify.com/artist/0MzjcFfloc89IeOqr5EsTK
Cats Millionaire	Indietronica, Synth Punk, Noise Pop	7206	790	3.61	Toronto, ON, Canada	https://rateyourmusic.com/artist/cats-millionaire	https://open.spotify.com/artist/5lPdhAYT6cPulaQvMgTuaE
Cavetown	Indie Pop, Bedroom Pop, Indie Folk, Singer-Songwriter, Indie Rock, Indietronica	3924244	1229	3.08		https://rateyourmusic.com/artist/cavetown	https://open.spotify.com/artist/2hR4h1Cao2ueuI7Cx9c7V8
CENSORED dialogue	Conscious Hip Hop, Jazz Rap	897	63	3.43	Austin, TX, United States	https://rateyourmusic.com/artist/censored-dialogue	https://open.spotify.com/artist/59fuxgftCMIqC1RbbhEbIg
chalkwife	Shoegaze, Post-Hardcore, Emo, Dream Pop, Post-Metal	80	50	3.26		https://rateyourmusic.com/artist/chalkwife	https://open.spotify.com/artist/7FGRhqPsTeSl32dWIh6K1N
Chaz Bono		None	1	0.0		https://rateyourmusic.com/artist/chaz_bono	None
Chelsea Monteiro	IDM, Electronic, Downtempo, Sound Collage, Ambient Dub, Ambient	27	80	3.26	San Francisco, CA, United States	https://rateyourmusic.com/artist/chelsea-monteiro	https://open.spotify.com/artist/1YYPBvUhoOtdRzkyHTxqhQ
Cher Strauberry	Northern American Music	None	7	3.0		https://rateyourmusic.com/artist/cher-strauberry	None
Children Eating Birds	Avant-Folk	None	33	3.01	Toronto, ON, Canada	https://rateyourmusic.com/artist/children_eating_birds	None
Chloe Hotline	Pop Rap, Trap, Alternative R&B	576	56	3.16		https://rateyourmusic.com/artist/chloe-hotline-1	https://open.spotify.com/artist/4kikA750A0g0FapsKphdUi
Chris Pureka	Contemporary Folk, Singer-Songwriter, Americana	16678	60	3.65	Portland, OR, United States	https://rateyourmusic.com/artist/chris-pureka	https://open.spotify.com/artist/0TcLzrilnmNFyaTgLULSg3
Christine and the Queens	Synthpop, Alt-Pop, Art Pop, French Pop, Electropop, Nouvelle chanson française	681724	4903	3.52	Paris, Île-de-France, France	https://rateyourmusic.com/artist/christine-and-the-queens	https://open.spotify.com/artist/04vj3iPUiVh5melWr0w3xT
Ciarán Strange	Pop Rock	None	0	0.0	TX, United States	https://rateyourmusic.com/artist/ciaran-strange	None
Cicada the Burrower	Blackgaze, Progressive Metal, Avant-Garde Metal, Chillout, Black Metal	841	160	3.23		https://rateyourmusic.com/artist/cicada_the_burrower	https://open.spotify.com/artist/1JSv8tn7rJYX28nUeHpA14
Cidny Bullens	Singer-Songwriter, Pop Rock, Rock, Power Pop	244	75	3.24	ME, United States	https://rateyourmusic.com/artist/cidny-bullens	https://open.spotify.com/artist/2xHMuT21bCTeq0ahe3nP9q
Cistem Failure	Folk Punk	2405	7	3.64		https://rateyourmusic.com/artist/cistem-failure	https://open.spotify.com/artist/79SSToOSUO8PhB3ouyt9ws
Claire Michelle	Folk	151	3	3.5	Seattle, WA, United States	https://rateyourmusic.com/artist/claire-michelle	https://open.spotify.com/artist/6v0jyHWL3rRtUzsAXATSsL
claire rousay	Sound Collage, Ambient, Field Recordings, Musique concrète, Electroacoustic, Free Improvisation	13323	1552	3.25	Los Angeles, CA, United States	https://rateyourmusic.com/artist/claire-rousay	https://open.spotify.com/artist/24KMaDNklCLuxhzamE6tmq
Clark Powell	Soundtrack, Electronic, Cinematic Classical, Video Game Music, Ambient, Western Classical Music	None	85	3.44	CA, United States	https://rateyourmusic.com/artist/clark-powell	None
Cloaca	Queercore, Hardcore Punk	None	18	3.19	Vancouver, BC, Canada	https://rateyourmusic.com/artist/cloaca_f1	None
Cobra Roll	Electronic	101	12	1.73		https://rateyourmusic.com/artist/cobra-roll-1	https://open.spotify.com/artist/2Lifz7c1CAmiTLdQmfdmLe
Codex Obscura	Deathcore	385	10	3.47		https://rateyourmusic.com/artist/codex-obscura	https://open.spotify.com/artist/5K0b7EYnRFDPGMWaaRDEJh
Connie Sgarbossa		None	5	3.5	San Diego, CA, United States	https://rateyourmusic.com/artist/connie-sgarbossa	None
Copper	Emo, Indie Rock	486	64	3.4		https://rateyourmusic.com/artist/copper_f1	https://open.spotify.com/artist/3KMpg5Q12TJmCEdtTRRQLu
Copyright's Worst Nightmare	Alternative Rock	None	5	3.0		https://rateyourmusic.com/artist/copyrights-worst-nightmare	None
Coyote Grace		None	1	0.0	CA, United States	https://rateyourmusic.com/artist/coyote_grace	None
Cretin	Grindcore	5261	335	3.38		https://rateyourmusic.com/artist/cretin	https://open.spotify.com/artist/2NH5w1zVKU0MTnxy7BpHnc
Crime & Punishment		None	2	2.82		https://rateyourmusic.com/artist/crime-and-punishment	None
Crossspitter	Death Metal	None	61	3.42		https://rateyourmusic.com/artist/crossspitter	None
Crystalcorps	HexD, Cloud Rap, Experimental Hip Hop	None	50	3.53		https://rateyourmusic.com/artist/crystalcorps	None
Curryrice	Electronic	None	7	3.0		https://rateyourmusic.com/artist/curryrice	None
Cut Me Some Slack	Punk	30	0	0.0	CT, United States	https://rateyourmusic.com/artist/cut-me-some-slack	https://open.spotify.com/artist/2n7cunRW6k7pwJakxy8iaw
DAMAG3	Hip Hop	14634	9	2.58	United States	https://rateyourmusic.com/artist/damag3	https://open.spotify.com/artist/0xIT8X4ltWYOTHXJ2hm6vn
Dame Cook	Ambient, Electroacoustic, Experimental, Progressive Electronic	29	22	3.67	Mississauga, ON, Canada	https://rateyourmusic.com/artist/dame-cook	https://open.spotify.com/artist/6Ez9eth5cqcSuuApdXLuUv
Dani Lee Pearce	Art Pop, Synthpop, Singer-Songwriter, Electronic, Progressive Pop	82	53	3.53	Portland, OR, United States	https://rateyourmusic.com/artist/dani-lee-pearce	https://open.spotify.com/artist/1HOf2F8JL0kRTdIZKhCpW5
Dani Shay	Transpop	4089	2	3.25		https://rateyourmusic.com/artist/dani_shay	https://open.spotify.com/artist/5BPPYe9mEI2ZHkAqKqg9Ev
D'Anjou Collective	Ambient, Shoegaze	None	19	2.83		https://rateyourmusic.com/artist/danjou-collective	None
Datavision Ltd.	Vaporwave, Broken Transmission	None	36	2.71	Dallas, TX, United States	https://rateyourmusic.com/artist/datavision-ltd	None
David Leo	Experimental	None	2	4.0		https://rateyourmusic.com/artist/david-leo	None
David Craig Simpson		None	5	3.54		https://rateyourmusic.com/artist/david_craig_simpson	None
Dazey and the Scouts	Queercore, Surf Punk, Indie Rock	163460	982	3.69		https://rateyourmusic.com/artist/dazey-and-the-scouts	https://open.spotify.com/artist/3J8YGHzxEZzHRYVxGmQCvJ
Dear Laika	Art Pop, Ambient Pop, Ambient, Noise, Singer-Songwriter, Drone	1155	414	3.48	Cold Ash, Berkshire, United Kingdom	https://rateyourmusic.com/artist/dear-laika	https://open.spotify.com/artist/5q6Y6IL2jCH7LUcL6z4X0D
death do us apart	Midwest Emo	356	79	3.55	Luxembourg	https://rateyourmusic.com/artist/death-do-us-apart	https://open.spotify.com/artist/6LTjT8gzwzRqatvxLu1gpJ
Decibelle	Ambient, Electronic, Drone	None	140	3.18	Edgartown, MA, United States	https://rateyourmusic.com/artist/decibelle	None
Devi McCallion	Electropop, Indietronica, Dark Ambient, Slacker Rock, Noise, Electro-Industrial	7685	773	3.45	Toronto, ON, Canada	https://rateyourmusic.com/artist/devi-mccallion	https://open.spotify.com/artist/6i1PYODUPDYMtaK8QCGE9I
Diners	Indie Pop, Bedroom Pop, Power Pop, Indie Surf	17191	189	3.37	Phoenix, AZ, United States	https://rateyourmusic.com/artist/diners	https://open.spotify.com/artist/5d5zCtQbxnmPLkOZAuw9lp
Dingo	Electronic	None	4	3.02	Corvallis, OR, United States	https://rateyourmusic.com/artist/dingo-1	None
Disemballerina	Dark Folk, Chamber Music, Chamber Folk	567	61	3.39		https://rateyourmusic.com/artist/disemballerina	https://open.spotify.com/artist/1u0USdgKqdyBNhUShyalyC
Dispute Settlement Mechanism		None	3	4.54		https://rateyourmusic.com/artist/dispute_settlement_mechanism	None
DJ Re:Code	Hyperpop	3716	241	3.56	New York, NY, United States	https://rateyourmusic.com/artist/dj-re_code	https://open.spotify.com/artist/04r9MV32OBMdMv1eJ9I1CP
DJ Sprinkles	Deep House, Ambient House, Acid House	None	4981	3.79	Kawasaki, Kanagawa, Japan	https://rateyourmusic.com/artist/dj_sprinkles	None
Doin' Fine	Experimental Hip Hop, Noise Pop, Glitch Pop, Folk Punk, Digital Hardcore, Art Pop	1121	255	3.1	Australia	https://rateyourmusic.com/artist/doin-fine	https://open.spotify.com/artist/1Tbey3NMXXBD65CG3iYQ6W
Domesticated	Deathgrind	None	49	3.35		https://rateyourmusic.com/artist/domesticated	None
Don't Feed the Plants	Folk Punk	None	1	0.0	FL, United States	https://rateyourmusic.com/artist/dont-feed-the-plants	None
Doomstress	Traditional Doom Metal	593	34	3.23		https://rateyourmusic.com/artist/doomstress	https://open.spotify.com/artist/5VifNDvSP3iKschS3zLeZA
Doomstress Alexis		None	1	0.0		https://rateyourmusic.com/artist/doomstress-alexis	None
Dorian Electra	Hyperpop, Electropop, Bubblegum Bass, Dance-Pop, Trap [EDM], Industrial Rock	263737	7672	3.3	Los Angeles, CA, United States	https://rateyourmusic.com/artist/dorian-electra	https://open.spotify.com/artist/202HZzqKvPsMHcbwnDZx7u
Downtown Eastside Girlfriend	Power Electronics	None	3	3.5	Vancouver, BC, Canada	https://rateyourmusic.com/artist/downtown-eastside-girlfriend	None
Doxophobia	Progressive Metal, Metalcore, Post-Metal, Atmospheric Black Metal, Slam Death Metal, Brutal Death Metal	None	62	3.37	Essex, United Kingdom	https://rateyourmusic.com/artist/doxophobia	None
Doyle Valentine	Experimental	None	2	4.0	Costa Rica	https://rateyourmusic.com/artist/doyle-valentine	None
Dr. Massive and The Headwound Extravaganza	Electro	None	11	3.57		https://rateyourmusic.com/artist/dr-massive-and-the-headwound-extravaganza	None
